,Customer_ID,City,Work_Status,Gender,Coverage_Type,Accessbility,Vehicle_Type,Monthly_Premium,Open_Policies,Renew_Offer_Type,Vehicle_Age_In_Years,Weeks_Since_Claim
1365,10001365,Indianapolis,Employed,Male,Extended_Plan,Agents,SUV,270,1,3,8,30
1366,10001366,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,8,2,2,82
1367,10001367,Boston,Employed,Female,Primary_Plan,Website,SUV,202,3,1,8,30
1368,10001368,Boston,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,142,1,2,8,17
1369,10001369,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,192,8,3,8,103
1370,10001370,Indianapolis,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,122,1,1,8,133
1371,10001371,Fairfield,Employed,Female,Extended_Plan,Agents,Coupe_2 Door,162,1,3,8,34
1372,10001372,Denver,Employed,Male,Primary_Plan,Website,Coupe_2 Door,132,1,2,8,34
1373,10001373,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,4,1,8,129
1374,10001374,Indianapolis,Unemployed,Male,Extended_Plan,Website,Sedan_4 Door,158,7,2,8,22
1375,10001375,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,126,3,2,2,56
1376,10001376,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,122,1,2,8,146
1377,10001377,Boston,Unemployed,Male,Extended_Plan,Website,Coupe_2 Door,166,5,4,2,52
1378,10001378,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,168,1,3,2,77
1379,10001379,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,2,1,2,82
1380,10001380,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sports Car,224,3,4,4,4
1381,10001381,Indianapolis,Employed,Male,Primary_Plan,Agents,SUV,224,1,2,8,30
1382,10001382,Boston,Employed,Male,Primary_Plan,Agents,Sports Car,230,2,3,4,4
1383,10001383,Indianapolis,Disabled,Male,Premium_Plan,Direct Branch Contact,Luxurious_SUV,546,9,3,4,4
1384,10001384,Fairfield,Unemployed,Male,Extended_Plan,Direct Branch Contact,SUV,256,6,1,8,17
1385,10001385,Tampa,Disabled,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,1,1,2,90
1386,10001386,Denver,Disabled,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,126,5,2,8,39
1387,10001387,Denver,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,9,1,8,103
1388,10001388,Denver,Employed,Male,Primary_Plan,Website,Sedan_4 Door,132,1,2,2,56
1389,10001389,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,216,3,2,8,13
1390,10001390,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,142,2,2,8,146
1391,10001391,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,158,1,1,2,60
1392,10001392,Tampa,Unemployed,Male,Primary_Plan,Agents,SUV,214,2,3,8,0
1393,10001393,Indianapolis,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,156,8,1,8,22
1394,10001394,Boston,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,146,2,1,8,39
1395,10001395,Fairfield,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,160,1,3,8,120
1396,10001396,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,192,2,1,8,116
1397,10001397,Indianapolis,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,136,2,3,8,17
1398,10001398,Fairfield,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,234,2,1,8,103
1399,10001399,Tampa,Employed,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,152,2,2,8,47
1400,10001400,Boston,Retired,Female,Primary_Plan,Agents,Coupe_2 Door,124,2,1,8,0
1401,10001401,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,9,3,8,13
1402,10001402,Fairfield,Employed,Female,Premium_Plan,Agents,Sports Car,302,4,2,4,47
1403,10001403,Denver,Retired,Female,Extended_Plan,Agents,Sedan_4 Door,156,1,2,8,43
1404,10001404,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,212,2,1,8,146
1405,10001405,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,3,2,2,60
1406,10001406,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,122,2,2,8,26
1407,10001407,Fairfield,Medical Leave,Female,Extended_Plan,Website,Sedan_4 Door,190,2,1,2,82
1408,10001408,Tampa,Employed,Male,Extended_Plan,Customer_Call_Centre,Luxurious_SUV,426,5,1,3,125
1409,10001409,Tampa,Medical Leave,Female,Primary_Plan,Agents,Sedan_4 Door,130,1,1,4,99
1410,10001410,Denver,Employed,Female,Primary_Plan,Agents,SUV,210,1,4,8,26
1411,10001411,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,132,1,1,8,30
1412,10001412,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,132,9,1,8,30
1413,10001413,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,5,2,8,43
1414,10001414,Boston,Medical Leave,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,1,1,8,146
1415,10001415,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,2,2,8,39
1416,10001416,Boston,Employed,Male,Extended_Plan,Website,Sedan_4 Door,190,1,2,2,77
1417,10001417,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,122,6,1,2,56
1418,10001418,Boston,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,190,1,2,8,13
1419,10001419,Boston,Retired,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,2,1,2,82
1420,10001420,Denver,Retired,Male,Primary_Plan,Direct Branch Contact,SUV,202,2,1,8,13
1421,10001421,Fairfield,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,132,6,2,8,133
1422,10001422,Tampa,Disabled,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,2,2,8,17
1423,10001423,Fairfield,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,186,1,1,2,64
1424,10001424,Boston,Employed,Female,Extended_Plan,Agents,Coupe_2 Door,198,1,1,8,34
1425,10001425,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,226,2,3,8,116
1426,10001426,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,1,4,2,73
1427,10001427,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,126,1,3,2,69
1428,10001428,Fairfield,Retired,Female,Extended_Plan,Agents,SUV,256,1,1,8,34
1429,10001429,Boston,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,148,2,1,8,17
1430,10001430,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,148,1,1,8,30
1431,10001431,Boston,Unemployed,Male,Extended_Plan,Agents,Coupe_2 Door,180,7,1,8,17
1432,10001432,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,126,1,1,2,60
1433,10001433,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,142,1,3,8,120
1434,10001434,Fairfield,Employed,Male,Premium_Plan,Direct Branch Contact,Coupe_2 Door,216,1,1,8,9
1435,10001435,Fairfield,Employed,Male,Primary_Plan,Agents,Sports Car,208,2,1,2,60
1436,10001436,Fairfield,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,184,1,1,8,103
1437,10001437,Boston,Medical Leave,Female,Extended_Plan,Agents,Sedan_4 Door,184,2,1,8,17
1438,10001438,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,1,2,8,4
1439,10001439,Boston,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,238,6,1,8,116
1440,10001440,Indianapolis,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,142,5,2,2,73
1441,10001441,Indianapolis,Disabled,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,1,4,8,47
1442,10001442,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,2,1,8,47
1443,10001443,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,140,7,1,8,22
1444,10001444,Denver,Employed,Female,Primary_Plan,Website,Sedan_4 Door,130,1,2,4,99
1445,10001445,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sports Car,218,4,1,4,22
1446,10001446,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,3,2,56
1447,10001447,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,146,1,2,8,103
1448,10001448,Fairfield,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,222,3,3,8,30
1449,10001449,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,152,8,1,2,73
1450,10001450,Fairfield,Employed,Male,Primary_Plan,Website,Sedan_4 Door,148,2,2,4,99
1451,10001451,Boston,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,138,1,1,8,4
1452,10001452,Boston,Disabled,Female,Primary_Plan,Customer_Call_Centre,SUV,224,8,1,8,108
1453,10001453,Denver,Employed,Male,Primary_Plan,Agents,Sports Car,234,1,2,2,52
1454,10001454,Fairfield,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,166,3,2,8,17
1455,10001455,Denver,Unemployed,Female,Premium_Plan,Website,SUV,290,1,2,8,125
1456,10001456,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,1,2,2,52
1457,10001457,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,6,4,8,108
1458,10001458,Boston,Employed,Male,Primary_Plan,Website,Luxirious_Car,370,3,4,3,125
1459,10001459,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,122,1,2,2,69
1460,10001460,Tampa,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,152,8,1,2,73
1461,10001461,Indianapolis,Unemployed,Male,Premium_Plan,Agents,Sedan_4 Door,204,2,1,2,73
1462,10001462,Fairfield,Unemployed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,122,2,1,8,133
1463,10001463,Boston,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,168,3,3,8,142
1464,10001464,Denver,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,142,2,2,8,17
1465,10001465,Fairfield,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,148,1,4,8,150
1466,10001466,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,SUV,272,2,2,8,150
1467,10001467,Denver,Employed,Female,Extended_Plan,Agents,SUV,276,2,1,8,39
1468,10001468,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,214,3,2,8,9
1469,10001469,Denver,Employed,Female,Extended_Plan,Agents,Sports Car,262,3,1,4,4
1470,10001470,Fairfield,Employed,Male,Extended_Plan,Website,Sedan_4 Door,168,2,2,8,112
1471,10001471,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,144,9,1,2,90
1472,10001472,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,188,1,2,2,60
1473,10001473,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,190,7,1,8,125
1474,10001474,Fairfield,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,226,9,3,8,138
1475,10001475,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,140,6,2,8,129
1476,10001476,Fairfield,Unemployed,Female,Primary_Plan,Agents,SUV,204,3,1,2,82
1477,10001477,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sports Car,234,1,1,4,99
1478,10001478,Boston,Retired,Female,Primary_Plan,Website,Sedan_4 Door,142,1,4,8,0
1479,10001479,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,2,1,8,47
1480,10001480,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,124,1,2,8,39
1481,10001481,Tampa,Disabled,Female,Primary_Plan,Customer_Call_Centre,SUV,236,4,3,8,112
1482,10001482,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,1,3,2,60
1483,10001483,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sports Car,222,1,2,4,0
1484,10001484,Boston,Employed,Female,Extended_Plan,Website,SUV,262,1,1,8,26
1485,10001485,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,122,8,3,2,69
1486,10001486,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,262,7,1,8,30
1487,10001487,Indianapolis,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,126,1,3,4,99
1488,10001488,Fairfield,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,188,3,1,2,95
1489,10001489,Tampa,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sports Car,242,8,2,4,22
1490,10001490,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,2,2,8,39
1491,10001491,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,124,1,4,8,17
1492,10001492,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,148,1,2,8,26
1493,10001493,Boston,Employed,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,190,1,4,8,13
1494,10001494,Boston,Unemployed,Female,Extended_Plan,Website,Sedan_4 Door,182,1,3,2,56
1495,10001495,Fairfield,Employed,Female,Extended_Plan,Website,Sedan_4 Door,168,1,2,2,56
1496,10001496,Indianapolis,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,188,1,1,8,13
1497,10001497,Denver,Unemployed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,158,3,1,2,73
1498,10001498,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,138,3,2,8,108
1499,10001499,Fairfield,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,134,2,3,8,120
1500,10001500,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,2,4,8,13
1501,10001501,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,128,6,2,8,22
1502,10001502,Denver,Disabled,Male,Primary_Plan,Website,SUV,234,1,4,9,30
1503,10001503,Tampa,Medical Leave,Female,Extended_Plan,Agents,SUV,250,1,1,2,60
1504,10001504,Denver,Employed,Male,Primary_Plan,Agents,Luxirious_Car,376,1,4,4,22
1505,10001505,Indianapolis,Employed,Female,Extended_Plan,Website,Sedan_4 Door,164,1,2,9,4
1506,10001506,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,204,2,2,8,146
1507,10001507,Boston,Employed,Male,Primary_Plan,Website,Coupe_2 Door,134,1,2,2,95
1508,10001508,Indianapolis,Employed,Male,Extended_Plan,Agents,SUV,258,9,1,10,34
1509,10001509,Denver,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,224,3,1,10,9
1510,10001510,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,264,1,4,10,26
1511,10001511,Tampa,Unemployed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,228,2,1,8,125
1512,10001512,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,1,8,129
1513,10001513,Boston,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,198,5,1,10,13
1514,10001514,Boston,Employed,Male,Extended_Plan,Website,Coupe_2 Door,162,2,2,8,112
1515,10001515,Tampa,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,216,1,4,2,60
1516,10001516,Denver,Employed,Female,Premium_Plan,Direct Branch Contact,Luxurious_SUV,574,7,3,4,34
1517,10001517,Denver,Unemployed,Male,Primary_Plan,Website,Coupe_2 Door,142,8,4,10,34
1518,10001518,Tampa,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,198,4,2,2,52
1519,10001519,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,170,1,2,2,56
1520,10001520,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,1,2,8,108
1521,10001521,Denver,Unemployed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,228,2,1,8,142
1522,10001522,Fairfield,Retired,Male,Primary_Plan,Direct Branch Contact,SUV,202,2,1,10,13
1523,10001523,Tampa,Employed,Female,Primary_Plan,Website,SUV,200,1,2,8,103
1524,10001524,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,2,2,10,30
1525,10001525,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,148,1,4,2,60
1526,10001526,Boston,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,126,2,3,8,120
1527,10001527,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,162,1,2,10,9
1528,10001528,Fairfield,Medical Leave,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,1,1,2,69
1529,10001529,Tampa,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,124,2,1,2,56
1530,10001530,Tampa,Disabled,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,158,2,1,10,13
1531,10001531,Denver,Disabled,Female,Primary_Plan,Website,Sedan_4 Door,144,1,4,10,17
1532,10001532,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,184,2,2,10,43
1533,10001533,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,130,1,2,2,64
1534,10001534,Denver,Unemployed,Male,Primary_Plan,Agents,Luxirious_Car,360,1,2,2,90
1535,10001535,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,128,2,1,2,64
1536,10001536,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,142,1,1,8,129
1537,10001537,Boston,Retired,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,1,1,2,69
1538,10001538,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,222,7,1,10,0
1539,10001539,Tampa,Employed,Male,Premium_Plan,Agents,Coupe_2 Door,238,2,1,8,108
1540,10001540,Boston,Unemployed,Female,Premium_Plan,Agents,Sports Car,392,1,1,4,22
1541,10001541,Denver,Employed,Male,Primary_Plan,Agents,Luxirious_Car,384,5,3,2,64
1542,10001542,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,7,1,10,39
1543,10001543,Denver,Employed,Female,Extended_Plan,Agents,SUV,272,3,1,2,73
1544,10001544,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,134,6,1,8,142
1545,10001545,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,146,1,1,8,133
1546,10001546,Boston,Disabled,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,4,2,2,82
1547,10001547,Fairfield,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,144,2,1,2,60
1548,10001548,Indianapolis,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,2,1,10,34
1549,10001549,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,2,1,2,86
1550,10001550,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,208,2,1,2,73
1551,10001551,Fairfield,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,204,1,3,2,56
1552,10001552,Boston,Employed,Male,Premium_Plan,Agents,Luxirious_Car,594,1,1,3,103
1553,10001553,Boston,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,172,1,3,10,34
1554,10001554,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,122,2,1,8,138
1555,10001555,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Luxirious_Car,488,3,3,4,26
1556,10001556,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,4,2,86
1557,10001557,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,130,3,2,10,22
1558,10001558,Denver,Employed,Female,Premium_Plan,Agents,SUV,306,2,1,2,86
1559,10001559,Boston,Employed,Male,Extended_Plan,Website,Sedan_4 Door,164,1,2,10,13
1560,10001560,Tampa,Retired,Female,Primary_Plan,Agents,SUV,212,3,1,8,108
1561,10001561,Boston,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,136,2,1,2,82
1562,10001562,Denver,Unemployed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,164,9,1,8,112
1563,10001563,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,148,2,1,4,99
1564,10001564,Fairfield,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,204,5,2,2,82
1565,10001565,Denver,Employed,Male,Extended_Plan,Website,Coupe_2 Door,164,2,2,8,142
1566,10001566,Indianapolis,Unemployed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,154,9,3,10,9
1567,10001567,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,132,9,2,2,77
1568,10001568,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,218,8,3,10,30
1569,10001569,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,190,6,1,2,52
1570,10001570,Boston,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,122,8,1,2,77
1571,10001571,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,224,1,4,8,120
1572,10001572,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,218,2,2,8,142
1573,10001573,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,224,2,1,4,99
1574,10001574,Denver,Unemployed,Female,Primary_Plan,Agents,SUV,202,1,1,10,13
1575,10001575,Denver,Employed,Female,Primary_Plan,Website,SUV,204,2,1,10,22
1576,10001576,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,132,1,1,2,64
1577,10001577,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,SUV,250,1,2,10,43
1578,10001578,Tampa,Employed,Female,Primary_Plan,Agents,SUV,214,1,2,2,82
1579,10001579,Boston,Employed,Male,Extended_Plan,Website,Sedan_4 Door,186,2,1,10,4
1580,10001580,Tampa,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,2,1,2,64
1581,10001581,Indianapolis,Employed,Female,Premium_Plan,Website,Sedan_4 Door,220,6,2,2,86
1582,10001582,Denver,Employed,Male,Extended_Plan,Agents,SUV,276,3,1,2,60
1583,10001583,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,124,1,2,2,69
1584,10001584,Boston,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,218,3,2,10,9
1585,10001585,Tampa,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,124,1,1,8,142
1586,10001586,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,1,2,10,39
1587,10001587,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,214,3,1,2,60
1588,10001588,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,182,1,2,2,69
1589,10001589,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,142,2,2,10,30
1590,10001590,Fairfield,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,176,6,3,8,133
1591,10001591,Boston,Unemployed,Female,Primary_Plan,Agents,SUV,224,1,1,10,47
1592,10001592,Tampa,Employed,Male,Extended_Plan,Agents,Luxurious_SUV,402,2,4,4,0
1593,10001593,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,132,1,3,10,0
1594,10001594,Denver,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,144,3,2,2,52
1595,10001595,Denver,Employed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,220,1,2,10,26
1596,10001596,Denver,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,2,1,2,64
1597,10001597,Denver,Unemployed,Male,Primary_Plan,Agents,SUV,204,5,2,10,47
1598,10001598,Denver,Employed,Female,Primary_Plan,Website,Sedan_4 Door,140,1,4,10,26
1599,10001599,Fairfield,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,3,1,2,82
1600,10001600,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Luxirious_Car,384,1,4,3,120
1601,10001601,Boston,Retired,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,236,8,4,2,82
1602,10001602,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,1,4,10,17
1603,10001603,Boston,Unemployed,Male,Extended_Plan,Website,Sedan_4 Door,184,1,4,10,9
1604,10001604,Tampa,Unemployed,Male,Extended_Plan,Agents,SUV,274,1,2,2,77
1605,10001605,Tampa,Unemployed,Female,Primary_Plan,Agents,Sports Car,236,1,1,2,77
1606,10001606,Indianapolis,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,178,3,1,2,73
1607,10001607,Denver,Employed,Female,Extended_Plan,Website,Sedan_4 Door,170,2,1,2,82
1608,10001608,Tampa,Unemployed,Female,Primary_Plan,Website,SUV,230,3,3,2,77
1609,10001609,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Sports Car,264,1,1,2,129
1610,10001610,Fairfield,Unemployed,Male,Extended_Plan,Website,Sedan_4 Door,160,9,1,2,60
1611,10001611,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,214,3,2,2,69
1612,10001612,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,7,1,8,138
1613,10001613,Denver,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sports Car,232,7,1,4,0
1614,10001614,Tampa,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,140,3,1,10,0
1615,10001615,Boston,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,130,1,1,10,4
1616,10001616,Tampa,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,182,1,4,2,90
1617,10001617,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,1,1,8,133
1618,10001618,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,5,2,10,47
1619,10001619,Boston,Employed,Male,Extended_Plan,Agents,SUV,274,9,2,2,64
1620,10001620,Indianapolis,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,132,1,1,10,26
1621,10001621,Fairfield,Unemployed,Female,Premium_Plan,Website,SUV,298,2,1,2,69
1622,10001622,Fairfield,Unemployed,Male,Premium_Plan,Agents,SUV,292,4,1,2,86
1623,10001623,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,128,2,2,10,43
1624,10001624,Boston,Unemployed,Female,Premium_Plan,Direct Branch Contact,Coupe_2 Door,210,6,1,10,17
1625,10001625,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,3,1,10,43
1626,10001626,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Luxirious_Car,378,5,1,3,120
