Customer_ID,City,Work_Status,Gender,Coverage_Type,Accessbility,Vehicle_Type,Monthly_Premium,Open_Policies,Renew_Offer_Type,Vehicle_Age_In_Years,Weeks_Since_Claim,Churn
10000936,Tampa,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,170,2,2,2,90,No
10000937,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,148,1,1,6,116,No
10000938,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,6,3,3,99,No
10000939,Boston,Disabled,Female,Primary_Plan,Website,Sedan_4 Door,126,3,4,6,146,No
10000940,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,142,2,3,6,146,No
10000941,Denver,Disabled,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,1,1,4,26,No
10000942,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,1,1,4,34,No
10000943,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,226,1,2,4,26,No
10000944,Tampa,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Luxirious_Car,376,7,1,4,150,No
10000945,Denver,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,180,2,1,2,90,No
10000946,Boston,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,208,1,1,6,142,No
10000947,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,142,1,2,6,112,No
10000948,Tampa,Employed,Female,Extended_Plan,Website,Coupe_2 Door,196,2,1,4,17,No
10000949,Denver,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,192,1,2,4,22,No
10000950,Denver,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,170,1,3,4,13,No
10000951,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,172,1,4,4,22,No
10000952,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,1,4,2,52,No
10000953,Denver,Unemployed,Female,Extended_Plan,Agents,SUV,268,4,1,4,99,No
10000954,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,130,1,2,6,129,No
10000955,Tampa,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,156,6,2,6,116,No
10000956,Fairfield,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,138,7,4,4,99,No
10000957,Indianapolis,Employed,Male,Primary_Plan,Agents,Sports Car,232,8,1,4,34,Yes
10000958,Tampa,Medical Leave,Male,Primary_Plan,Agents,Coupe_2 Door,130,3,1,2,52,No
10000959,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,4,3,6,125,No
10000960,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,SUV,258,2,3,2,82,No
10000961,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,146,4,2,4,22,Yes
10000962,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,176,2,2,4,30,Yes
10000963,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,1,2,4,34,No
10000964,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,136,3,4,4,17,No
10000965,Boston,Employed,Female,Primary_Plan,Website,Coupe_2 Door,134,2,1,6,108,No
10000966,Tampa,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,130,3,1,4,4,Yes
10000967,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,144,1,2,2,60,No
10000968,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,168,1,4,6,116,No
10000969,Indianapolis,Employed,Female,Primary_Plan,Website,Sedan_4 Door,126,5,3,4,0,No
10000970,Denver,Employed,Female,Premium_Plan,Agents,SUV,346,3,3,4,22,No
10000971,Tampa,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,136,8,1,4,26,No
10000972,Fairfield,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,130,2,4,2,82,No
10000973,Fairfield,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,1,4,2,56,No
10000974,Tampa,Unemployed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,132,3,2,2,64,No
10000975,Denver,Medical Leave,Female,Primary_Plan,Agents,SUV,230,3,1,2,69,No
10000976,Tampa,Employed,Female,Primary_Plan,Agents,SUV,206,9,2,2,82,No
10000977,Denver,Unemployed,Male,Premium_Plan,Website,SUV,306,1,2,6,108,Yes
10000978,Boston,Employed,Male,Premium_Plan,Direct Branch Contact,SUV,392,9,2,4,30,No
10000979,Boston,Medical Leave,Female,Extended_Plan,Website,Sedan_4 Door,172,3,1,4,34,No
10000980,Denver,Unemployed,Male,Extended_Plan,Direct Branch Contact,SUV,250,1,1,2,90,No
10000981,Tampa,Unemployed,Female,Extended_Plan,Agents,Sports Car,270,8,1,4,138,No
10000982,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,140,2,2,6,125,No
10000983,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,122,1,1,4,13,No
10000984,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,134,2,2,6,125,Yes
10000985,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,146,7,2,2,73,Yes
10000986,Tampa,Unemployed,Male,Primary_Plan,Customer_Call_Centre,SUV,200,7,2,4,22,No
10000987,Denver,Medical Leave,Female,Extended_Plan,Website,Sedan_4 Door,154,8,3,2,73,No
10000988,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,130,1,1,4,17,No
10000989,Fairfield,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,238,1,2,6,133,No
10000990,Tampa,Medical Leave,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,1,4,4,0,No
10000991,Denver,Unemployed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,202,2,1,2,90,No
10000992,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Sports Car,212,2,1,2,82,No
10000993,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,146,2,3,2,82,No
10000994,Boston,Employed,Female,Primary_Plan,Website,SUV,208,2,1,2,56,No
10000995,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,3,2,7,108,Yes
10000996,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,214,1,2,7,120,Yes
10000997,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,136,1,1,2,60,No
10000998,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,140,2,1,2,77,No
10000999,Boston,Employed,Male,Primary_Plan,Agents,SUV,206,1,2,2,86,No
10001000,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,144,9,1,2,69,Yes
10001001,Boston,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,208,3,3,7,133,No
10001002,Denver,Employed,Male,Extended_Plan,Customer_Call_Centre,SUV,250,2,4,4,17,No
10001003,Fairfield,Employed,Male,Primary_Plan,Website,Sedan_4 Door,136,6,3,2,64,No
10001004,Tampa,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,184,2,2,2,86,No
10001005,Boston,Unemployed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,184,3,1,4,34,No
10001006,Fairfield,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,162,1,2,7,108,No
10001007,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,3,4,4,26,No
10001008,Fairfield,Employed,Female,Premium_Plan,Direct Branch Contact,Sports Car,384,2,1,2,56,No
10001009,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,228,2,3,2,73,No
10001010,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,186,5,2,7,129,Yes
10001011,Denver,Employed,Female,Premium_Plan,Agents,Luxurious_SUV,570,1,4,4,22,No
10001012,Tampa,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,126,2,3,4,47,No
10001013,Boston,Disabled,Female,Extended_Plan,Agents,Sedan_4 Door,166,7,1,4,13,No
10001014,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,180,2,1,4,34,No
10001015,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,188,1,2,2,60,Yes
10001016,Boston,Retired,Male,Primary_Plan,Agents,SUV,238,2,1,2,90,No
10001017,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,126,7,2,2,95,No
10001018,Boston,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,170,1,2,4,13,No
10001019,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,198,1,2,7,108,No
10001020,Denver,Disabled,Male,Premium_Plan,Direct Branch Contact,Coupe_2 Door,220,1,1,7,112,No
10001021,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,7,1,4,22,No
10001022,Boston,Employed,Male,Extended_Plan,Website,Coupe_2 Door,184,1,3,7,146,No
10001023,Boston,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,142,2,4,4,30,No
10001024,Tampa,Unemployed,Male,Premium_Plan,Agents,SUV,296,2,1,4,34,No
10001025,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,130,2,2,7,108,No
10001026,Fairfield,Unemployed,Female,Premium_Plan,Agents,Sedan_4 Door,224,1,3,2,69,No
10001027,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,140,5,1,2,56,No
10001028,Indianapolis,Medical Leave,Female,Primary_Plan,Agents,Sedan_4 Door,126,1,1,4,26,No
10001029,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,5,4,4,4,No
10001030,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,188,6,1,4,9,No
10001031,Boston,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,130,3,1,4,4,Yes
10001032,Denver,Disabled,Female,Extended_Plan,Direct Branch Contact,SUV,248,2,3,4,47,No
10001033,Denver,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,144,7,2,4,30,No
10001034,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,228,1,2,7,133,No
10001035,Indianapolis,Medical Leave,Male,Extended_Plan,Agents,Coupe_2 Door,178,8,2,7,112,No
10001036,Boston,Employed,Female,Primary_Plan,Agents,SUV,236,2,1,4,43,No
10001037,Fairfield,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,138,2,2,4,4,No
10001038,Boston,Unemployed,Female,Extended_Plan,Website,Sedan_4 Door,160,1,1,7,129,No
10001039,Boston,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,196,1,1,4,34,No
10001040,Denver,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,144,2,3,2,73,No
10001041,Indianapolis,Employed,Female,Primary_Plan,Customer_Call_Centre,Sports Car,224,2,3,2,73,No
10001042,Tampa,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,218,1,1,2,52,No
10001043,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,1,2,7,103,No
10001044,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,1,2,4,99,No
10001045,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,214,8,2,2,69,No
10001046,Denver,Unemployed,Female,Premium_Plan,Customer_Call_Centre,SUV,394,9,1,4,22,No
10001047,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,128,2,1,4,0,No
10001048,Tampa,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,1,2,4,9,No
10001049,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,132,6,4,7,112,No
10001050,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,132,1,2,2,77,No
10001051,Denver,Employed,Female,Primary_Plan,Website,SUV,214,6,1,4,0,No
10001052,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,222,3,4,7,142,No
10001053,Fairfield,Retired,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,1,1,4,30,Yes
10001054,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,220,3,3,4,4,No
10001055,Denver,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,146,9,1,7,103,No
10001056,Denver,Employed,Female,Primary_Plan,Website,Sedan_4 Door,126,1,2,4,47,Yes
10001057,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,132,7,1,4,99,No
10001058,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Luxurious_SUV,398,1,4,4,26,No
10001059,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,234,2,1,4,9,No
10001060,Denver,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,236,7,2,2,56,No
10001061,Boston,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,184,2,1,2,64,No
10001062,Tampa,Disabled,Female,Premium_Plan,Agents,Sedan_4 Door,218,1,2,4,22,No
10001063,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,126,5,3,2,69,No
10001064,Indianapolis,Employed,Male,Premium_Plan,Agents,Coupe_2 Door,232,1,4,8,47,No
10001065,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,1,7,129,No
10001066,Denver,Employed,Male,Extended_Plan,Website,Sedan_4 Door,156,1,3,7,120,No
10001067,Boston,Employed,Female,Primary_Plan,Agents,SUV,204,2,1,2,86,No
10001068,Tampa,Disabled,Female,Extended_Plan,Website,Sedan_4 Door,176,1,3,7,112,No
10001069,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,228,1,2,2,86,Yes
10001070,Boston,Employed,Female,Premium_Plan,Agents,Coupe_2 Door,224,9,2,8,43,No
10001071,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Luxirious_Car,428,2,1,4,34,Yes
10001072,Tampa,Employed,Female,Extended_Plan,Agents,Coupe_2 Door,188,1,2,8,13,Yes
10001073,Tampa,Employed,Male,Extended_Plan,Website,Coupe_2 Door,192,6,2,2,86,No
10001074,Boston,Employed,Female,Premium_Plan,Customer_Call_Centre,Sports Car,342,1,4,4,26,No
10001075,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,1,2,2,82,No
10001076,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,142,1,1,8,4,No
10001077,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,6,1,7,129,No
10001078,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Luxurious_SUV,396,2,2,4,39,No
10001079,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,134,2,2,8,17,No
10001080,Indianapolis,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,130,1,2,2,56,No
10001081,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,122,1,2,7,125,No
10001082,Boston,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,3,1,2,73,Yes
10001083,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,5,2,2,60,No
10001084,Indianapolis,Employed,Male,Primary_Plan,Agents,SUV,216,2,2,8,22,No
10001085,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,122,7,2,2,90,No
10001086,Indianapolis,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,210,1,1,8,0,No
10001087,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,3,1,7,133,Yes
10001088,Indianapolis,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,158,4,4,2,52,No
10001089,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,206,4,3,8,9,No
10001090,Boston,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,166,2,1,4,99,No
10001091,Denver,Employed,Female,Primary_Plan,Website,Coupe_2 Door,138,1,2,7,138,No
10001092,Denver,Employed,Male,Extended_Plan,Agents,SUV,276,4,3,8,4,No
10001093,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,176,1,2,7,108,Yes
10001094,Denver,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,144,1,1,8,13,No
10001095,Boston,Employed,Male,Primary_Plan,Agents,SUV,210,2,1,8,13,Yes
10001096,Fairfield,Employed,Male,Extended_Plan,Website,Sedan_4 Door,192,1,1,2,77,No
10001097,Tampa,Employed,Female,Primary_Plan,Website,Coupe_2 Door,128,2,3,8,4,No
10001098,Denver,Unemployed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,218,1,1,7,150,No
10001099,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,2,4,8,0,No
10001100,Boston,Unemployed,Female,Primary_Plan,Website,SUV,218,7,1,2,64,No
10001101,Fairfield,Medical Leave,Male,Primary_Plan,Customer_Call_Centre,SUV,226,2,1,8,4,Yes
10001102,Boston,Unemployed,Female,Primary_Plan,Agents,SUV,236,4,1,2,60,Yes
10001103,Tampa,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,130,3,1,7,103,No
10001104,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,126,3,2,2,60,No
10001105,Denver,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,122,1,1,2,69,No
10001106,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Sports Car,216,1,1,4,17,No
10001107,Denver,Medical Leave,Male,Primary_Plan,Customer_Call_Centre,SUV,226,2,1,8,4,Yes
10001108,Boston,Employed,Female,Primary_Plan,Agents,Sports Car,208,4,1,4,129,No
10001109,Denver,Retired,Female,Premium_Plan,Agents,Luxurious_SUV,542,1,1,2,86,Yes
10001110,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,192,8,2,8,34,No
10001111,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,7,1,8,13,No
10001112,Boston,Medical Leave,Female,Primary_Plan,Direct Branch Contact,SUV,236,1,4,7,133,No
10001113,Fairfield,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,128,1,2,2,60,No
10001114,Fairfield,Retired,Female,Primary_Plan,Direct Branch Contact,SUV,222,1,3,7,146,No
10001115,Indianapolis,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,2,1,7,150,No
10001116,Denver,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,144,6,1,2,86,No
10001117,Boston,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,176,6,1,2,73,No
10001118,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Sports Car,254,1,1,4,26,No
10001119,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,SUV,206,2,2,8,17,No
10001120,Tampa,Employed,Female,Primary_Plan,Agents,SUV,200,2,2,8,0,No
10001121,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,134,1,3,8,4,No
10001122,Boston,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,148,2,1,2,77,No
10001123,Tampa,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,140,7,2,8,47,No
10001124,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,8,4,2,86,No
10001125,Denver,Retired,Male,Primary_Plan,Agents,Sports Car,210,1,2,2,77,Yes
10001126,Indianapolis,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,170,3,1,8,17,No
10001127,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,146,2,2,9,108,Yes
10001128,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,228,2,1,2,64,No
10001129,Tampa,Employed,Female,Primary_Plan,Website,Coupe_2 Door,142,3,2,8,39,No
10001130,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,158,2,3,8,108,No
10001131,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,192,1,2,8,120,No
10001132,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,188,2,1,2,86,No
10001133,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Luxirious_Car,428,2,1,4,34,Yes
10001134,Denver,Unemployed,Male,Premium_Plan,Website,Coupe_2 Door,214,1,1,8,146,No
10001135,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,1,1,2,82,No
10001136,Indianapolis,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,182,5,1,8,150,No
10001137,Denver,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,182,1,2,8,120,No
10001138,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,142,1,2,2,52,No
10001139,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,136,1,1,8,17,No
10001140,Boston,Disabled,Male,Primary_Plan,Direct Branch Contact,SUV,200,2,1,8,17,No
10001141,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,196,9,2,8,0,No
10001142,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,162,2,2,2,82,No
10001143,Boston,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,188,6,2,8,108,No
10001144,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,122,2,1,8,9,No
10001145,Denver,Unemployed,Female,Extended_Plan,Agents,SUV,268,1,3,2,95,No
10001146,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,174,9,4,2,64,No
10001147,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,1,3,8,26,No
10001148,Tampa,Medical Leave,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,126,1,4,2,86,No
10001149,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,2,2,2,60,No
10001150,Tampa,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,128,4,2,2,86,No
10001151,Boston,Retired,Female,Primary_Plan,Agents,SUV,202,1,1,8,30,Yes
10001152,Fairfield,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,1,2,8,142,No
10001153,Tampa,Employed,Female,Extended_Plan,Agents,Coupe_2 Door,188,8,2,2,82,No
10001154,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,170,2,3,2,69,No
10001155,Denver,Disabled,Female,Premium_Plan,Website,Sedan_4 Door,232,1,3,8,0,No
10001156,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,198,2,2,8,150,No
10001157,Boston,Employed,Male,Premium_Plan,Direct Branch Contact,SUV,350,3,1,8,47,No
10001158,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Luxurious_SUV,398,3,2,2,60,No
10001159,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,220,8,2,4,99,Yes
10001160,Boston,Employed,Male,Premium_Plan,Agents,Sports Car,334,1,2,4,112,No
10001161,Boston,Employed,Female,Primary_Plan,Agents,Luxurious_SUV,388,1,2,4,4,No
10001162,Boston,Employed,Female,Premium_Plan,Agents,SUV,328,2,1,8,47,No
10001163,Boston,Unemployed,Male,Primary_Plan,Agents,SUV,234,1,2,8,39,No
10001164,Denver,Employed,Male,Primary_Plan,Agents,SUV,210,1,2,2,86,No
10001165,Tampa,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,136,1,2,8,39,No
10001166,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,9,3,8,26,No
10001167,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,136,5,3,8,22,No
10001168,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,130,1,1,8,112,No
10001169,Boston,Unemployed,Male,Premium_Plan,Website,Sedan_4 Door,210,1,1,2,56,No
10001170,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,1,1,8,43,No
10001171,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,190,1,4,8,120,No
10001172,Boston,Unemployed,Male,Extended_Plan,Direct Branch Contact,SUV,252,4,3,2,82,No
10001173,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,250,1,1,2,52,No
10001174,Indianapolis,Unemployed,Male,Premium_Plan,Customer_Call_Centre,SUV,362,2,1,2,95,No
10001175,Boston,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,138,1,2,8,17,Yes
10001176,Denver,Employed,Female,Premium_Plan,Website,Sedan_4 Door,206,5,3,8,43,No
10001177,Boston,Employed,Female,Extended_Plan,Website,SUV,262,1,2,2,82,No
10001178,Boston,Retired,Female,Primary_Plan,Agents,Sedan_4 Door,138,1,2,8,13,No
10001179,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,144,1,3,2,73,No
10001180,Tampa,Employed,Female,Primary_Plan,Website,Coupe_2 Door,136,2,2,8,43,No
10001181,Boston,Retired,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,3,8,43,No
10001182,Boston,Employed,Female,Primary_Plan,Agents,SUV,206,2,1,2,77,No
10001183,Tampa,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,132,2,1,2,69,No
10001184,Indianapolis,Employed,Female,Primary_Plan,Agents,SUV,208,2,1,8,0,No
10001185,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,124,1,1,8,129,Yes
10001186,Boston,Unemployed,Male,Extended_Plan,Website,Sedan_4 Door,174,6,2,2,64,No
10001187,Denver,Employed,Male,Extended_Plan,Customer_Call_Centre,Sports Car,278,2,2,4,108,No
10001188,Fairfield,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,140,6,1,8,26,No
10001189,Fairfield,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,226,1,3,2,60,No
10001190,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,140,2,2,2,56,No
10001191,Indianapolis,Medical Leave,Female,Extended_Plan,Website,Coupe_2 Door,180,9,3,2,60,No
10001192,Denver,Unemployed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,164,2,3,8,125,No
10001193,Tampa,Employed,Male,Premium_Plan,Customer_Call_Centre,SUV,360,3,1,8,103,No
10001194,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,148,8,2,8,108,No
10001195,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,132,1,3,8,30,No
10001196,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,136,6,1,8,13,No
10001197,Tampa,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,124,3,1,2,64,No
10001198,Boston,Employed,Male,Premium_Plan,Agents,SUV,284,2,4,8,129,No
10001199,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,3,8,39,No
10001200,Fairfield,Employed,Female,Extended_Plan,Agents,Luxurious_SUV,478,7,2,2,82,Yes
10001201,Indianapolis,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,158,9,1,8,108,No
